date,l_ipn,f
2006-08-10,9,4
2006-08-10,9,8
2006-08-10,9,11
2006-08-10,9,119
2006-08-10,9,1
2006-08-10,9,2
2006-08-10,9,7
2006-08-10,9,6
2006-08-10,9,2
2006-08-10,9,6
2006-08-10,9,2
2006-08-10,9,138
2006-08-10,9,52
2006-08-10,9,2
2006-08-10,9,2
2006-08-10,9,155
2006-08-10,9,2
2006-08-10,9,10
2006-08-10,9,9
2006-08-10,9,7
2006-08-10,9,1
2006-08-10,9,1
2006-08-10,9,6
2006-08-10,9,301
2006-08-10,9,1
2006-08-10,9,1
2006-08-10,9,2
2006-08-10,9,2
2006-08-11,0,1
2006-08-11,0,2
2006-08-11,0,2
2006-08-11,0,1
2006-08-11,0,1
2006-08-11,0,1
2006-08-11,0,1
2006-08-11,0,26
2006-08-11,0,17
2006-08-11,0,1
2006-08-11,0,5
2006-08-11,0,1
2006-08-11,0,1
2006-08-11,0,1
2006-08-11,0,1
2006-08-11,0,1
2006-08-11,0,1
2006-08-11,0,1
2006-08-11,0,2
2006-08-11,0,1
2006-08-11,0,1
2006-08-11,0,1
2006-08-11,0,7
2006-08-11,0,2
2006-08-11,0,1
2006-08-11,0,34
2006-08-11,0,1
2006-08-11,0,1
2006-08-11,0,1
2006-08-11,0,1
2006-08-11,0,1
2006-08-11,0,2
2006-08-11,0,8
2006-08-11,0,3
2006-08-11,1,3
2006-08-11,1,1
2006-08-11,1,2
2006-08-11,1,2
2006-08-11,1,4665
2006-08-11,1,2
2006-08-11,1,4
2006-08-11,1,6
2006-08-11,1,8
2006-08-11,1,1
2006-08-11,1,2
2006-08-11,1,1
2006-08-11,1,1
2006-08-11,1,2
2006-08-11,1,1
2006-08-11,1,5
2006-08-11,1,1
2006-08-11,1,2
2006-08-11,1,3
2006-08-11,1,1
2006-08-11,1,6
2006-08-11,1,2
2006-08-11,1,17
2006-08-11,1,2
2006-08-11,1,2
2006-08-11,1,1
2006-08-11,1,1
2006-08-11,1,2
2006-08-11,2,68
2006-08-11,2,1
2006-08-11,2,87
2006-08-11,2,4
2006-08-11,2,4
2006-08-11,2,151
2006-08-11,2,4
2006-08-11,2,146
2006-08-11,2,10
2006-08-11,2,79
2006-08-11,2,11
2006-08-11,2,14
2006-08-11,2,9
2006-08-11,2,34
2006-08-11,2,6
2006-08-11,2,36
2006-08-11,2,4
2006-08-11,2,8
2006-08-11,2,8
2006-08-11,2,19
2006-08-11,2,2
2006-08-11,3,3
2006-08-11,3,2
2006-08-11,3,8
2006-08-11,3,1
2006-08-11,4,1
2006-08-11,4,1
2006-08-11,4,12
2006-08-11,4,1
2006-08-11,4,17
2006-08-11,4,2
2006-08-11,4,49
2006-08-11,4,11
2006-08-11,4,84
2006-08-11,4,1373
2006-08-11,5,1
2006-08-11,5,2
2006-08-11,5,2
2006-08-11,5,10
2006-08-11,5,8
2006-08-11,5,1
2006-08-11,5,1
2006-08-11,5,5
2006-08-11,5,6
2006-08-11,5,2
2006-08-11,5,1
2006-08-11,6,3
2006-08-11,6,2
2006-08-11,6,3
2006-08-11,6,6
2006-08-11,6,2
2006-08-11,7,9
2006-08-11,7,3
2006-08-11,7,4
2006-08-11,7,2
2006-08-11,7,2
2006-08-11,7,1
2006-08-11,7,2
2006-08-11,7,3
2006-08-11,7,1
2006-08-11,7,4
2006-08-11,7,21
2006-08-11,7,48
2006-08-11,7,9
2006-08-11,7,4
2006-08-11,7,10
2006-08-11,8,3
2006-08-11,8,2
2006-08-11,8,4
2006-08-11,8,1
2006-08-11,8,66
2006-08-11,8,9
2006-08-11,8,2
2006-08-11,8,10
2006-08-11,8,3
2006-08-11,8,13
2006-08-11,8,1
2006-08-11,8,31
2006-08-11,8,16
2006-08-11,8,65
2006-08-11,8,6
2006-08-11,8,8
2006-08-11,8,25
2006-08-11,8,11
2006-08-11,8,15
2006-08-11,8,1
2006-08-11,8,5
2006-08-11,8,1
2006-08-11,8,43
2006-08-11,8,2
2006-08-11,8,512
2006-08-11,8,47
2006-08-11,8,5
2006-08-11,8,37
2006-08-11,8,378
2006-08-11,8,2
2006-08-11,8,15
2006-08-11,8,43
2006-08-11,8,11
2006-08-11,8,3
2006-08-11,8,3
2006-08-11,8,9
2006-08-11,8,6
2006-08-11,8,3
2006-08-11,8,3
2006-08-11,8,1
2006-08-11,8,5
2006-08-11,8,3
2006-08-11,8,1
2006-08-11,8,1
2006-08-11,8,3
2006-08-11,8,2
2006-08-11,8,2
2006-08-11,8,1
2006-08-11,8,2
2006-08-11,8,16
2006-08-11,8,3
2006-08-11,8,8
2006-08-11,8,9
2006-08-11,8,41
2006-08-11,8,796
2006-08-11,8,4
2006-08-11,8,5
2006-08-11,8,1
2006-08-11,8,5
2006-08-11,8,3
2006-08-11,8,1
2006-08-11,8,7
2006-08-11,8,1
2006-08-11,8,3
2006-08-11,8,4
2006-08-11,8,2
2006-08-11,8,2
2006-08-11,8,1
2006-08-11,8,25
2006-08-11,8,5
2006-08-11,8,12
2006-08-11,8,2
2006-08-11,8,2
2006-08-11,8,1
2006-08-11,8,3
2006-08-11,8,12
2006-08-11,8,14
2006-08-11,8,1
2006-08-11,8,6
2006-08-11,8,3
2006-08-11,8,5
2006-08-11,8,5
2006-08-11,8,8
2006-08-11,8,6
2006-08-11,8,3
2006-08-11,9,2
2006-08-11,9,70
2006-08-11,9,3
2006-08-11,9,6
2006-08-11,9,10
2006-08-11,9,460
2006-08-11,9,2
2006-08-11,9,76
2006-08-11,9,8
2006-08-11,9,2
2006-08-11,9,3
2006-08-11,9,298
2006-08-11,9,28
2006-08-11,9,2
2006-08-11,9,38
2006-08-11,9,9
2006-08-11,9,43
2006-08-11,9,8
2006-08-11,9,11
2006-08-11,9,9
2006-08-11,9,41
2006-08-11,9,12
2006-08-11,9,12
2006-08-11,9,6
2006-08-11,9,27
2006-08-11,9,46
2006-08-11,9,9
2006-08-11,9,4
2006-08-11,9,16
2006-08-11,9,8
2006-08-11,9,7
2006-08-11,9,2
2006-08-11,9,21
2006-08-11,9,17
2006-08-11,9,18
2006-08-11,9,1
2006-08-11,9,688
2006-08-11,9,936
2006-08-11,9,9
2006-08-11,9,5
2006-08-11,9,3
2006-08-11,9,20
2006-08-11,9,9
2006-08-11,9,4
2006-08-11,9,4
2006-08-11,9,174
2006-08-11,9,27
2006-08-11,9,1
2006-08-11,9,210
2006-08-11,9,6
2006-08-11,9,11
2006-08-11,9,7
2006-08-11,9,2
2006-08-11,9,23
2006-08-11,9,3
2006-08-11,9,10
2006-08-11,9,305
2006-08-11,9,2
2006-08-11,9,2
2006-08-12,0,2
2006-08-12,0,1
2006-08-12,0,1
2006-08-12,0,1
2006-08-12,0,4
2006-08-12,0,1
2006-08-12,0,2
2006-08-12,0,1
2006-08-12,0,6
2006-08-12,0,1
2006-08-12,0,4
2006-08-12,0,2
2006-08-12,0,1
2006-08-12,0,1
2006-08-12,0,1
2006-08-12,0,1
2006-08-12,0,1
2006-08-12,0,1
2006-08-12,0,8
2006-08-12,0,1
2006-08-12,0,1
2006-08-12,0,35
2006-08-12,0,1
2006-08-12,0,2
2006-08-12,0,1
2006-08-12,0,2
2006-08-12,0,1
2006-08-12,0,1
2006-08-12,0,12
2006-08-12,0,169
2006-08-12,0,1
2006-08-12,1,2
2006-08-12,1,1
2006-08-12,1,2
2006-08-12,1,1
2006-08-12,1,2
2006-08-12,1,2
2006-08-12,1,18
2006-08-12,1,4676
2006-08-12,1,17
2006-08-12,1,2
2006-08-12,1,18
2006-08-12,1,1
2006-08-12,1,10
2006-08-12,1,2
2006-08-12,1,1
2006-08-12,1,6
2006-08-12,1,1
2006-08-12,1,23
2006-08-12,1,2
2006-08-12,1,1
2006-08-12,1,1
2006-08-12,1,1
2006-08-12,1,1
2006-08-12,1,1
2006-08-12,1,1
2006-08-12,1,3
2006-08-12,1,1
2006-08-12,1,5
2006-08-12,1,1
2006-08-12,1,1
2006-08-12,1,4
2006-08-12,1,2
2006-08-12,1,3
2006-08-12,1,4
2006-08-12,1,21
2006-08-12,1,5
2006-08-12,1,1
2006-08-12,1,1
2006-08-12,1,6
2006-08-12,1,1
2006-08-12,1,2
2006-08-12,1,1
2006-08-12,1,1
2006-08-12,1,1
2006-08-12,1,2
2006-08-12,1,2
2006-08-12,1,14
2006-08-12,1,2
2006-08-12,1,2
2006-08-12,1,169
2006-08-12,1,20
2006-08-12,1,1
2006-08-12,2,3
2006-08-12,2,85
2006-08-12,2,8
2006-08-12,2,5
2006-08-12,2,16
2006-08-12,2,1
2006-08-12,2,1
2006-08-12,2,3
2006-08-12,2,144
2006-08-12,2,5
2006-08-12,2,77
2006-08-12,2,1
2006-08-12,2,4
2006-08-12,2,1
2006-08-12,2,2
2006-08-12,2,2
2006-08-12,2,8
2006-08-12,2,4
2006-08-12,2,169
2006-08-12,2,4
2006-08-12,2,116
2006-08-12,3,2
2006-08-12,3,2
2006-08-12,3,2
2006-08-12,3,3
2006-08-12,3,4
2006-08-12,3,8
2006-08-12,3,23
2006-08-12,3,1
2006-08-12,3,6
2006-08-12,3,1
2006-08-12,3,2
2006-08-12,3,5
2006-08-12,3,2
2006-08-12,3,1
2006-08-12,3,3
2006-08-12,3,1
2006-08-12,3,1
2006-08-12,3,2
2006-08-12,4,4
2006-08-12,4,1
2006-08-12,4,2
2006-08-12,4,2
2006-08-12,4,247
2006-08-12,4,1
2006-08-12,4,2
2006-08-12,4,2
2006-08-12,4,89
2006-08-12,4,2
2006-08-12,4,2
2006-08-12,4,84
2006-08-12,4,169
2006-08-12,4,694
2006-08-12,5,2
2006-08-12,5,2
2006-08-12,5,2
2006-08-12,5,2
2006-08-12,5,9
2006-08-12,5,4
2006-08-12,5,4
2006-08-12,5,23
2006-08-12,5,1
2006-08-12,5,6
2006-08-12,5,6
2006-08-12,5,8
2006-08-12,5,1
2006-08-12,5,8
2006-08-12,5,2
2006-08-12,5,5
2006-08-12,5,4
2006-08-12,5,3
2006-08-12,5,2
2006-08-12,5,4
2006-08-12,5,1
2006-08-12,6,2
2006-08-12,6,2
2006-08-12,6,2
2006-08-12,6,2
2006-08-12,6,3
2006-08-12,6,3
2006-08-12,6,26
2006-08-12,6,2
2006-08-12,6,6
2006-08-12,6,3
2006-08-12,6,2
2006-08-12,6,5
2006-08-12,6,2
2006-08-12,6,2
2006-08-12,6,2
2006-08-12,6,4
2006-08-12,6,2
2006-08-12,7,2
2006-08-12,7,1
2006-08-12,7,3
2006-08-12,7,2
2006-08-12,7,9
2006-08-12,7,2
2006-08-12,7,48
2006-08-12,7,3
2006-08-12,7,2
2006-08-12,7,2
2006-08-12,7,3
2006-08-12,8,4
2006-08-12,8,2
2006-08-12,8,90
2006-08-12,8,13
2006-08-12,8,2
2006-08-12,8,2
2006-08-12,8,1
2006-08-12,8,140
2006-08-12,8,82
2006-08-12,8,15
2006-08-12,8,1
2006-08-12,8,1
2006-08-12,8,1
2006-08-12,9,5
2006-08-12,9,51
2006-08-12,9,8
2006-08-12,9,118
2006-08-12,9,344
2006-08-12,9,11
2006-08-12,9,62
2006-08-12,9,135
2006-08-12,9,222
2006-08-12,9,3
2006-08-12,9,19
2006-08-12,9,100
2006-08-12,9,11
2006-08-12,9,3
2006-08-12,9,10
2006-08-12,9,2
2006-08-12,9,40
2006-08-12,9,2
2006-08-12,9,7
2006-08-12,9,9
2006-08-12,9,20
2006-08-12,9,4
2006-08-12,9,2
2006-08-12,9,14
2006-08-12,9,5
2006-08-12,9,15
2006-08-12,9,519
2006-08-12,9,587
2006-08-12,9,1
2006-08-12,9,48
2006-08-12,9,4
2006-08-12,9,12
2006-08-12,9,59
2006-08-12,9,6
2006-08-12,9,4
2006-08-12,9,6
2006-08-12,9,26
2006-08-12,9,136
2006-08-12,9,2
2006-08-12,9,3
2006-08-12,9,16
2006-08-12,9,151
2006-08-12,9,9
2006-08-12,9,2
2006-08-13,0,2
2006-08-13,0,1
2006-08-13,0,2
2006-08-13,0,10
2006-08-13,0,13
2006-08-13,0,1
2006-08-13,0,1
2006-08-13,0,1
2006-08-13,0,1
2006-08-13,0,2
2006-08-13,0,1
2006-08-13,0,1
2006-08-13,0,9
2006-08-13,0,1
2006-08-13,0,3
2006-08-13,0,37
2006-08-13,0,1
2006-08-13,0,1
2006-08-13,0,1
2006-08-13,0,1
2006-08-13,0,1
2006-08-13,0,1
2006-08-13,0,2
2006-08-13,0,2
2006-08-13,0,13
2006-08-13,1,2
2006-08-13,1,1
2006-08-13,1,1
2006-08-13,1,4701
2006-08-13,1,2
2006-08-13,1,7
2006-08-13,1,1
2006-08-13,1,3
2006-08-13,1,5
2006-08-13,1,3
2006-08-13,1,2
2006-08-13,1,1
2006-08-13,1,1
2006-08-13,1,1
2006-08-13,1,6
2006-08-13,1,2
2006-08-13,1,1
2006-08-13,1,1
2006-08-13,1,1
2006-08-13,1,1
2006-08-13,1,1
2006-08-13,1,1
2006-08-13,1,3
2006-08-13,1,1
2006-08-13,1,44
2006-08-13,1,2
2006-08-13,2,197
2006-08-13,2,5
2006-08-13,2,1
2006-08-13,2,8
2006-08-13,2,2
2006-08-13,2,116
2006-08-13,2,4
2006-08-13,2,183
2006-08-13,2,2
2006-08-13,2,12
2006-08-13,2,2
2006-08-13,2,1
2006-08-13,2,4
2006-08-13,2,4
2006-08-13,2,68
2006-08-13,3,2
2006-08-13,3,3
2006-08-13,3,1
2006-08-13,3,19
2006-08-13,3,1
2006-08-13,3,5
2006-08-13,3,1
2006-08-13,3,1
2006-08-13,3,3
2006-08-13,3,1
2006-08-13,4,1
2006-08-13,4,1
2006-08-13,4,3
2006-08-13,4,1
2006-08-13,4,59
2006-08-13,4,1
2006-08-13,4,82
2006-08-13,4,1
2006-08-13,4,85
2006-08-13,4,15
2006-08-13,5,1
2006-08-13,5,2
2006-08-13,5,7
2006-08-13,5,4
2006-08-13,5,2
2006-08-13,5,10
2006-08-13,5,4
2006-08-13,5,3
2006-08-13,5,1
2006-08-13,5,1
2006-08-13,5,5
2006-08-13,5,4
2006-08-13,5,1
2006-08-13,5,2
2006-08-13,5,4
2006-08-13,5,4
2006-08-13,5,1
2006-08-13,5,2
2006-08-13,5,2
2006-08-13,6,2
2006-08-13,6,2
2006-08-13,6,2
2006-08-13,6,2
2006-08-13,6,5
2006-08-13,6,1
2006-08-13,6,4
2006-08-13,6,3
2006-08-13,6,1
2006-08-13,6,2
2006-08-13,6,1
2006-08-13,6,2
2006-08-13,6,3
2006-08-13,7,11
2006-08-13,7,7
2006-08-13,7,6
2006-08-13,7,7
2006-08-13,7,18
2006-08-13,7,2
2006-08-13,7,2
2006-08-13,7,1
2006-08-13,7,2
2006-08-13,7,1
2006-08-13,7,4
2006-08-13,7,1
2006-08-13,7,8
2006-08-13,7,1
2006-08-13,7,4
2006-08-13,7,6
2006-08-13,7,1
2006-08-13,7,3
2006-08-13,7,1
2006-08-13,7,2
2006-08-13,7,1
2006-08-13,7,44
2006-08-13,7,9
2006-08-13,7,48
2006-08-13,7,2
2006-08-13,7,25
2006-08-13,7,2
2006-08-13,7,17
2006-08-13,8,7
2006-08-13,8,1
2006-08-13,8,1
2006-08-13,8,1
2006-08-13,8,1
2006-08-13,8,2
2006-08-13,8,4
2006-08-13,8,1
2006-08-13,9,4
2006-08-13,9,3
2006-08-13,9,2
2006-08-14,0,1
2006-08-14,0,2
2006-08-14,0,1
2006-08-14,0,1
2006-08-14,0,2
2006-08-14,0,22
2006-08-14,0,9
2006-08-14,0,1
2006-08-14,0,1
2006-08-14,0,1
2006-08-14,0,1
2006-08-14,0,2
2006-08-14,0,1
2006-08-14,0,1
2006-08-14,0,1
2006-08-14,0,1
2006-08-14,0,2
2006-08-14,0,1
2006-08-14,0,1
2006-08-14,0,1
2006-08-14,0,1
2006-08-14,0,1
2006-08-14,0,1
2006-08-14,0,34
2006-08-14,0,1
2006-08-14,0,2
2006-08-14,0,2
2006-08-14,0,2
2006-08-14,0,1
2006-08-14,0,1
2006-08-14,0,1
2006-08-14,0,1
2006-08-14,0,8
2006-08-14,0,1
2006-08-14,1,2
2006-08-14,1,2
2006-08-14,1,4
2006-08-14,1,45
2006-08-14,1,4627
2006-08-14,1,46
2006-08-14,1,2
2006-08-14,1,6
2006-08-14,1,1
2006-08-14,1,2
2006-08-14,1,9
2006-08-14,1,5
2006-08-14,1,2
2006-08-14,1,1
2006-08-14,1,1
2006-08-14,1,1
2006-08-14,1,1
2006-08-14,1,2
2006-08-14,1,2
2006-08-14,1,2
2006-08-14,1,1
2006-08-14,1,2
2006-08-14,1,2
2006-08-14,1,1
2006-08-14,1,1
2006-08-14,1,1
2006-08-14,1,2
2006-08-14,1,1
2006-08-14,1,2
2006-08-14,1,2
2006-08-14,1,1
2006-08-14,1,1
2006-08-14,1,2
2006-08-14,1,16
2006-08-14,1,50
2006-08-14,1,1
2006-08-14,1,1
2006-08-14,1,1
2006-08-14,1,2
2006-08-14,1,2
2006-08-14,1,4
2006-08-14,1,4
2006-08-14,1,47
2006-08-14,2,2
2006-08-14,2,1
2006-08-14,2,34
2006-08-14,2,83
2006-08-14,2,3
2006-08-14,2,2
2006-08-14,2,1
2006-08-14,2,2
2006-08-14,2,164
2006-08-14,2,3
2006-08-14,2,2
2006-08-14,2,5
2006-08-14,2,5
2006-08-14,2,81
2006-08-14,2,31
2006-08-14,2,2
2006-08-14,2,18
2006-08-14,2,171
2006-08-14,2,1
2006-08-14,2,8
2006-08-14,2,12
2006-08-14,2,4
2006-08-14,2,99
2006-08-14,3,2
2006-08-14,3,1
2006-08-14,3,1
2006-08-14,3,3
2006-08-14,3,3
2006-08-14,3,1
2006-08-14,3,7
2006-08-14,3,1
2006-08-14,3,2
2006-08-14,3,1
2006-08-14,3,2
2006-08-14,3,1
2006-08-14,3,2
2006-08-14,4,6
2006-08-14,4,1
2006-08-14,4,12
2006-08-14,4,65
2006-08-14,4,2
2006-08-14,4,80
2006-08-14,4,2
2006-08-14,4,31
2006-08-14,4,167
2006-08-14,4,4
2006-08-14,4,84
2006-08-14,4,15
2006-08-14,5,2
2006-08-14,5,2
2006-08-14,5,1
2006-08-14,5,22
2006-08-14,5,5
2006-08-14,5,2
2006-08-14,5,4
2006-08-14,5,9
2006-08-14,5,10
2006-08-14,5,15
2006-08-14,5,2
2006-08-14,5,2
2006-08-14,5,7
2006-08-14,5,3
2006-08-14,5,4
2006-08-14,5,2
2006-08-14,5,2
2006-08-14,5,6
2006-08-14,5,21
2006-08-14,5,3
2006-08-14,5,10
2006-08-14,5,1
2006-08-14,5,2
2006-08-14,5,8
2006-08-14,5,2
2006-08-14,5,3
2006-08-14,5,8
2006-08-14,5,28
2006-08-14,5,2
2006-08-14,5,4
2006-08-14,5,2
2006-08-14,5,3
2006-08-14,6,2
2006-08-14,6,2
2006-08-14,6,5
2006-08-14,6,1
2006-08-14,6,6
2006-08-14,6,2
2006-08-14,6,2
2006-08-14,6,12
2006-08-14,6,1
2006-08-14,6,2
2006-08-14,6,1
2006-08-14,6,2
2006-08-14,6,2
2006-08-14,7,7
2006-08-14,7,1
2006-08-14,7,2
2006-08-14,7,7
2006-08-14,7,3
2006-08-14,7,2
2006-08-14,7,2
2006-08-14,7,2
2006-08-14,7,2
2006-08-14,7,5
2006-08-14,7,1
2006-08-14,7,8
2006-08-14,7,2
2006-08-14,7,172
2006-08-14,7,75
2006-08-14,7,21
2006-08-14,7,48
2006-08-14,7,2
2006-08-14,7,17
2006-08-14,7,40
2006-08-14,7,17
2006-08-14,8,7
2006-08-14,8,1
2006-08-14,8,1
2006-08-14,8,1
2006-08-14,8,1
2006-08-14,8,2
2006-08-14,8,1
2006-08-14,8,1198
2006-08-14,8,4
2006-08-14,9,4
2006-08-14,9,1
2006-08-14,9,2
2006-08-14,9,1
2006-08-14,9,258
2006-08-14,9,2
2006-08-15,0,1
2006-08-15,0,1
2006-08-15,0,1
2006-08-15,0,1
2006-08-15,0,1
2006-08-15,0,1
2006-08-15,0,3
2006-08-15,0,1
2006-08-15,0,36
2006-08-15,0,13
2006-08-15,0,1
2006-08-15,0,1
2006-08-15,0,1
2006-08-15,0,1
2006-08-15,0,1
2006-08-15,0,1
2006-08-15,0,1
2006-08-15,0,1
2006-08-15,0,261
2006-08-15,0,1
2006-08-15,0,1
2006-08-15,0,22
2006-08-15,0,1
2006-08-15,0,1
2006-08-15,0,1
2006-08-15,0,1
2006-08-15,0,1
2006-08-15,0,32
2006-08-15,0,1
2006-08-15,0,1
2006-08-15,0,1
2006-08-15,0,1
2006-08-15,0,1
2006-08-15,0,1
2006-08-15,0,1
2006-08-15,0,2
2006-08-15,0,2
2006-08-15,0,1
2006-08-15,0,1
2006-08-15,0,13
2006-08-15,1,7
2006-08-15,1,2
2006-08-15,1,2
2006-08-15,1,2
2006-08-15,1,4
2006-08-15,1,4662
2006-08-15,1,4
2006-08-15,1,2
2006-08-15,1,24
2006-08-15,1,7
2006-08-15,1,1
2006-08-15,1,1
2006-08-15,1,1
2006-08-15,1,2
2006-08-15,1,1
2006-08-15,1,1482
2006-08-15,1,1
2006-08-15,1,2
2006-08-15,1,7
2006-08-15,1,1
2006-08-15,1,1
2006-08-15,1,1
2006-08-15,1,1
2006-08-15,1,2
2006-08-15,1,1
2006-08-15,1,1
2006-08-15,1,1
2006-08-15,1,2
2006-08-15,1,3
2006-08-15,1,8
2006-08-15,1,14
2006-08-15,1,1
2006-08-15,1,2
2006-08-15,1,1
2006-08-15,1,1
2006-08-15,1,1
2006-08-15,1,2
2006-08-15,1,2
2006-08-15,1,1
2006-08-15,1,1
2006-08-15,1,2
2006-08-15,1,1
2006-08-15,1,4
2006-08-15,1,1
2006-08-15,1,2
2006-08-15,1,1
2006-08-15,1,1
2006-08-15,1,1
2006-08-15,2,57
2006-08-15,2,84
2006-08-15,2,7
2006-08-15,2,3
2006-08-15,2,4
2006-08-15,2,21
2006-08-15,2,170
2006-08-15,2,3
2006-08-15,2,3
2006-08-15,2,181
2006-08-15,2,98
2006-08-15,2,3
2006-08-15,2,76
2006-08-15,2,4
2006-08-15,2,13
2006-08-15,2,3
2006-08-15,2,1
2006-08-15,2,229
2006-08-15,2,1
2006-08-15,2,4
2006-08-15,2,12
2006-08-15,2,15
2006-08-15,2,3
2006-08-15,3,1
2006-08-15,3,1
2006-08-15,3,1
2006-08-15,3,1
2006-08-15,3,5
2006-08-15,3,5
2006-08-15,3,7
2006-08-15,3,3
2006-08-15,3,1
2006-08-15,3,6
2006-08-15,3,14
2006-08-15,3,1
2006-08-15,3,1
2006-08-15,4,3
2006-08-15,4,1
2006-08-15,4,60
2006-08-15,4,6
2006-08-15,4,3
2006-08-15,4,2
2006-08-15,4,2
2006-08-15,4,3873
2006-08-15,4,1
2006-08-15,4,4
2006-08-15,4,94
2006-08-15,4,13
2006-08-15,4,3
2006-08-15,4,46
2006-08-15,4,83
2006-08-15,5,4
2006-08-15,5,2
2006-08-15,5,2
2006-08-15,5,4
2006-08-15,5,5
2006-08-15,5,2
2006-08-15,5,1
2006-08-15,5,1
2006-08-15,5,3
2006-08-15,5,3
2006-08-15,5,1
2006-08-15,5,4
2006-08-15,5,6
2006-08-15,5,2
2006-08-15,5,2
2006-08-15,5,3
2006-08-15,5,1
2006-08-15,5,2
2006-08-15,5,4
2006-08-15,5,4
2006-08-15,6,2
2006-08-15,6,1
2006-08-15,6,2
2006-08-15,6,8
2006-08-15,6,1
2006-08-15,6,1
2006-08-15,6,1
2006-08-15,6,1
2006-08-15,6,1
2006-08-15,6,1
2006-08-15,6,15
2006-08-15,6,2
2006-08-15,6,5
2006-08-15,7,8
2006-08-15,7,4
2006-08-15,7,4
2006-08-15,7,2
2006-08-15,7,2
2006-08-15,7,2
2006-08-15,7,3
2006-08-15,7,1
2006-08-15,7,4
2006-08-15,7,7
2006-08-15,7,4
2006-08-15,7,38
2006-08-15,7,4
2006-08-15,7,48
2006-08-15,7,7
2006-08-15,7,2
2006-08-15,7,8
2006-08-15,7,10
2006-08-15,8,8
2006-08-15,8,1
2006-08-15,8,1
2006-08-15,8,1
2006-08-15,8,2
2006-08-15,8,4
2006-08-15,8,1
2006-08-15,8,1
2006-08-15,9,182
2006-08-15,9,1
2006-08-15,9,239
2006-08-15,9,1
2006-08-15,9,14
2006-08-15,9,189
2006-08-15,9,62
2006-08-15,9,10
2006-08-15,9,6
2006-08-15,9,1
2006-08-15,9,20
2006-08-15,9,255
2006-08-15,9,825
2006-08-15,9,6
2006-08-15,9,688
2006-08-15,9,4
2006-08-15,9,4
2006-08-15,9,54
2006-08-15,9,2
2006-08-15,9,34
2006-08-15,9,99
2006-08-15,9,4
2006-08-16,0,2
2006-08-16,0,1
2006-08-16,0,1
2006-08-16,0,1
2006-08-16,0,1
2006-08-16,0,2
2006-08-16,0,1
2006-08-16,0,1
2006-08-16,0,2
2006-08-16,0,1
2006-08-16,0,33
2006-08-16,0,16
2006-08-16,0,4
2006-08-16,0,1
2006-08-16,0,1
2006-08-16,0,7
2006-08-16,0,1
2006-08-16,0,1
2006-08-16,0,1
2006-08-16,0,1
2006-08-16,0,1
2006-08-16,0,1
2006-08-16,0,2
2006-08-16,0,51
2006-08-16,0,1
2006-08-16,0,1
2006-08-16,0,1
2006-08-16,0,1
2006-08-16,0,1
2006-08-16,0,315
2006-08-16,0,1
2006-08-16,0,2
2006-08-16,0,1
2006-08-16,0,40
2006-08-16,0,2
2006-08-16,0,1
2006-08-16,0,1
2006-08-16,0,1
2006-08-16,0,1
2006-08-16,0,1
2006-08-16,0,1
2006-08-16,0,4
2006-08-16,0,1
2006-08-16,0,1
2006-08-16,0,2
2006-08-16,0,1
2006-08-16,0,12
2006-08-16,0,1
2006-08-16,1,2
2006-08-16,1,2
2006-08-16,1,2
2006-08-16,1,6
2006-08-16,1,1
2006-08-16,1,1
2006-08-16,1,1
2006-08-16,1,3
2006-08-16,1,1
2006-08-16,1,1
2006-08-16,1,4702
2006-08-16,1,25
2006-08-16,1,1
2006-08-16,1,47
2006-08-16,1,2
2006-08-16,1,4
2006-08-16,1,2
2006-08-16,1,1
2006-08-16,1,2
2006-08-16,1,14
2006-08-16,1,1
2006-08-16,1,2
2006-08-16,1,1
2006-08-16,1,2
2006-08-16,1,3
2006-08-16,1,3
2006-08-16,1,1628
2006-08-16,1,1
2006-08-16,1,1
2006-08-16,1,3
2006-08-16,1,1
2006-08-16,1,249
2006-08-16,1,3
2006-08-16,1,2
2006-08-16,1,2
2006-08-16,1,1
2006-08-16,1,1
2006-08-16,1,5
2006-08-16,1,3
2006-08-16,1,4
2006-08-16,1,2
2006-08-16,1,2
2006-08-16,1,2
2006-08-16,1,1
2006-08-16,1,1
2006-08-16,1,2
2006-08-16,1,1
2006-08-16,1,2
2006-08-16,1,3
2006-08-16,1,2
2006-08-16,2,3
2006-08-16,2,35
2006-08-16,2,96
2006-08-16,2,1
2006-08-16,2,1
2006-08-16,2,4
2006-08-16,2,1
2006-08-16,2,8
2006-08-16,2,4
2006-08-16,2,75
2006-08-16,2,1
2006-08-16,2,5
2006-08-16,2,298
2006-08-16,2,4
2006-08-16,2,3
2006-08-16,2,90
2006-08-16,2,262
2006-08-16,2,9
2006-08-16,2,2
2006-08-16,2,10
2006-08-16,2,330
2006-08-16,2,2
2006-08-16,2,8
2006-08-16,2,8
2006-08-16,2,12
2006-08-16,2,43
2006-08-16,2,2
2006-08-16,3,1
2006-08-16,3,2
2006-08-16,3,2
2006-08-16,3,2
2006-08-16,3,1
2006-08-16,3,22
2006-08-16,3,1
2006-08-16,3,2
2006-08-16,3,1
2006-08-16,3,1
2006-08-16,3,3
2006-08-16,3,2
2006-08-16,3,3
2006-08-16,3,2
2006-08-16,3,1
2006-08-16,3,1
2006-08-16,3,1
2006-08-16,3,1
2006-08-16,4,1
2006-08-16,4,1
